XPT,YPT,ZPT,AU_G_T,use,DIST_C
25.0,529.5,73.5,0.85573483,0,27.938
25.0,532.5,73.5,1.50143552,0,26.993
25.0,535.5,73.5,2.5258379,0,26.357
25.0,538.5,73.5,1.2906909,0,26.053
25.0,541.5,73.5,1.58788204,0,26.093
25.0,544.5,73.5,2.09166265,0,26.475
25.0,547.5,73.5,2.15034127,0,27.185
25.0,550.5,73.5,1.10066521,0,28.198
25.0,553.5,73.5,1.23931408,0,29.482
25.0,556.5,73.5,1.5877353,0,31.004
25.0,559.5,73.5,1.11069655,0,32.732
25.0,562.5,73.5,0.44431284,0,34.633
25.0,565.5,73.5,1.20906186,0,36.681
25.0,568.5,73.5,0.09428413,0,38.854
25.0,571.5,73.5,0.33816868,0,41.13
25.0,574.5,73.5,0.32105911,0,41.138
25.0,577.5,73.5,0.40188169,0,39.98
25.0,580.5,73.5,0.40647227,0,39.019
25.0,583.5,73.5,0.5976156,0,38.27
25.0,586.5,73.5,1.62259316,0,37.745
25.0,589.5,73.5,1.01843452,0,37.453
25.0,592.5,73.5,1.57032359,0,37.401
25.0,595.5,73.5,3.41894341,0,37.589
25.0,598.5,73.5,2.55540419,0,38.013
25.0,601.5,73.5,1.12884688,0,38.666
25.0,604.5,73.5,0.80789882,0,39.537
25.0,607.5,73.5,2.89535594,0,40.611
25.0,610.5,73.5,2.37234902,0,41.873
25.0,613.5,73.5,1.5012517,0,43.306
25.0,616.5,73.5,2.40646577,0,43.832
25.0,619.5,73.5,0.53042668,0,42.773
25.0,622.5,73.5,1.62277603,0,41.903
25.0,625.5,73.5,0.80405003,0,41.233
25.0,628.5,73.5,1.30764163,0,40.774
25.0,631.5,73.5,1.2150557,0,40.532
25.0,634.5,73.5,1.84516537,0,40.511
25.0,637.5,73.5,0.35961539,0,40.712
25.0,640.5,73.5,0.85131729,0,41.131
25.0,643.5,73.5,0.61859125,0,41.762
25.0,646.5,73.5,1.85115492,0,42.595
25.0,649.5,73.5,1.89221811,0,43.62
25.0,652.5,73.5,0.82165658,0,44.822
25.0,655.5,73.5,0.11746176,0,44.684
25.0,658.5,73.5,0.41863051,0,42.165
25.0,661.5,73.5,0.28674838,0,39.712
25.0,664.5,73.5,0.74030083,0,37.34
25.0,667.5,73.5,0.7424199,0,35.063
25.0,670.5,73.5,0.38837415,0,32.904
25.0,673.5,73.5,0.15378058,0,30.884
25.0,676.5,73.5,0.24495763,0,29.035
25.0,679.5,73.5,0.4047173,0,27.39
25.0,682.5,73.5,0.7044912,0,25.989
25.0,685.5,73.5,0.41133514,0,24.872
25.0,688.5,73.5,0.52620822,0,24.079
25.0,691.5,73.5,0.18352816,0,23.644
25.0,694.5,73.5,0.3815217,0,23.584
25.0,697.5,73.5,0.17345342,0,23.904
25.0,700.5,73.5,1.07722747,0,24.589
25.0,703.5,73.5,0.3054758,0,25.609
25.0,706.5,73.5,0.92461419,0,26.926
25.0,709.5,73.5,0.34042084,0,28.499
25.0,712.5,73.5,0.96924907,0,30.288
25.0,715.5,73.5,0.40150741,0,32.258
25.0,718.5,73.5,0.7294575,0,34.377
25.0,721.5,73.5,1.47832012,0,36.619
25.0,724.5,73.5,0.70797485,0,37.357
25.0,727.5,73.5,1.01356161,0,36.408
25.0,730.5,73.5,2.31682134,0,35.687
25.0,733.5,73.5,1.62251985,0,35.207
25.0,736.5,73.5,2.3425529,0,34.979
25.0,739.5,73.5,1.64508677,0,35.007
25.0,742.5,73.5,2.57452345,0,35.292
25.0,745.5,73.5,2.69658208,0,35.826
25.0,748.5,73.5,2.50739908,0,36.599
25.0,1.5,76.5,2.68321586,0,22.716
25.0,4.5,76.5,2.4691608,0,23.109
25.0,7.5,76.5,1.85078132,0,23.875
25.0,10.5,76.5,0.80881393,0,24.98
25.0,13.5,76.5,1.85061777,0,26.382
25.0,16.5,76.5,2.32266545,0,28.036
25.0,19.5,76.5,2.99378896,0,29.9
25.0,22.5,76.5,0.98863596,0,30.408
25.0,25.5,76.5,1.28437173,0,27.585
25.0,28.5,76.5,2.06758499,0,24.804
25.0,31.5,76.5,2.40941453,0,22.08
25.0,34.5,76.5,1.93599081,0,19.437
25.0,37.5,76.5,1.6350137,0,16.915
25.0,40.5,76.5,0.87112319,0,14.574
25.0,43.5,76.5,2.54384589,0,12.518
25.0,46.5,76.5,0.70837551,0,10.908
25.0,49.5,76.5,1.85062301,0,9.9644
25.0,52.5,76.5,2.48432493,0,9.8785
25.0,55.5,76.5,2.16322589,0,10.671
25.0,58.5,76.5,0.41297776,0,12.173
25.0,61.5,76.5,0.87044102,0,14.159
25.0,64.5,76.5,2.88515115,0,16.455
25.0,67.5,76.5,2.45972657,0,18.949
25.0,70.5,76.5,2.72024608,0,21.572
25.0,73.5,76.5,3.01963639,0,20.019
25.0,76.5,76.5,3.65967202,0,17.961
25.0,79.5,76.5,2.70292306,0,16.2
25.0,82.5,76.5,3.59497476,0,14.842
25.0,85.5,76.5,2.16129351,0,14.005
25.0,88.5,76.5,2.31626153,0,13.784
25.0,91.5,76.5,2.49984169,0,14.207
25.0,94.5,76.5,2.73833251,0,15.221
25.0,97.5,76.5,1.87921906,0,16.719
25.0,100.5,76.5,1.3085407,0,18.584
25.0,103.5,76.5,0.41128275,0,20.718
25.0,106.5,76.5,0.41223282,0,23.045
25.0,109.5,76.5,2.89635754,0,25.513
25.0,112.5,76.5,1.21085572,0,28.085
25.0,115.5,76.5,1.6058197,0,30.734
25.0,118.5,76.5,1.31989717,0,33.443
25.0,121.5,76.5,1.29396737,0,36.198
25.0,124.5,76.5,1.66044903,0,38.989
25.0,127.5,76.5,1.21552896,0,41.347
25.0,130.5,76.5,0.49546522,0,40.749
25.0,133.5,76.5,0.42028588,0,40.366
25.0,136.5,76.5,0.36794281,0,40.204
25.0,139.5,76.5,0.63119614,0,40.265
25.0,142.5,76.5,0.41020787,0,40.548
25.0,145.5,76.5,0.48979476,0,41.05
25.0,148.5,76.5,1.15543878,0,41.761
25.0,151.5,76.5,0.7407102,0,42.673
25.0,154.5,76.5,0.64760613,0,43.771
25.0,157.5,76.5,0.7773605,0,44.591
25.0,160.5,76.5,1.36606085,0,41.626
25.0,163.5,76.5,2.35064125,0,38.667
25.0,166.5,76.5,0.74110061,0,35.715
25.0,169.5,76.5,2.00801635,0,32.771
25.0,172.5,76.5,1.59538054,0,29.839
25.0,175.5,76.5,0.83743995,0,26.921
25.0,178.5,76.5,1.99816155,0,24.024
25.0,181.5,76.5,3.80960441,0,21.155
25.0,184.5,76.5,3.08411765,0,18.329
25.0,187.5,76.5,2.79263997,0,15.567
25.0,190.5,76.5,2.57739472,0,12.913
25.0,193.5,76.5,0.86429948,0,10.447
25.0,196.5,76.5,0.14017032,0,8.3397
25.0,199.5,76.5,0.36146501,0,6.9248
25.0,202.5,76.5,0.51906264,0,6.6599
25.0,205.5,76.5,2.49088693,0,7.6652
25.0,208.5,76.5,2.53986454,0,9.5476
25.0,211.5,76.5,1.64686513,0,11.898
25.0,214.5,76.5,1.02219439,0,14.49
25.0,217.5,76.5,0.75419897,0,17.215
25.0,220.5,76.5,0.39013189,0,20.019
25.0,223.5,76.5,0.86267972,0,22.873
25.0,226.5,76.5,1.66617727,0,25.76
25.0,229.5,76.5,2.16232061,0,28.67
25.0,232.5,76.5,0.85430896,0,31.597
25.0,235.5,76.5,0.74221539,0,34.537
25.0,238.5,76.5,2.50727487,0,37.486
25.0,241.5,76.5,1.64029896,0,40.442
25.0,244.5,76.5,2.68403172,0,43.405
25.0,247.5,76.5,1.93688905,0,43.659
25.0,250.5,76.5,2.18451047,0,43.274
25.0,253.5,76.5,1.65288734,0,43.096
25.0,256.5,76.5,2.52004409,0,41.126
25.0,259.5,76.5,2.05924916,0,38.182
25.0,262.5,76.5,2.31655383,0,35.247
25.0,265.5,76.5,2.70577812,0,32.325
25.0,268.5,76.5,3.87739325,0,29.418
25.0,271.5,76.5,2.36289215,0,26.532
25.0,274.5,76.5,2.36777854,0,23.674
25.0,277.5,76.5,4.22582388,0,20.857
25.0,280.5,76.5,2.67521095,0,18.097
25.0,283.5,76.5,2.41245246,0,15.428
25.0,286.5,76.5,3.08087659,0,12.906
25.0,289.5,76.5,2.31696963,0,10.634
25.0,292.5,76.5,1.85525811,0,8.8092
25.0,295.5,76.5,2.01064992,0,7.754
25.0,298.5,76.5,0.41189316,0,7.7875
25.0,301.5,76.5,2.00934362,0,8.8976
25.0,304.5,76.5,1.57775223,0,10.756
25.0,307.5,76.5,1.24262846,0,13.046
25.0,310.5,76.5,2.53925681,0,15.58
25.0,313.5,76.5,2.97740793,0,18.255
25.0,316.5,76.5,2.05894709,0,21.018
25.0,319.5,76.5,2.23205233,0,23.839
25.0,322.5,76.5,0.86914605,0,26.699
25.0,325.5,76.5,0.67449164,0,29.586
25.0,328.5,76.5,1.63068795,0,32.494
25.0,331.5,76.5,2.07115841,0,35.417
25.0,334.5,76.5,0.8678112,0,38.352
25.0,337.5,76.5,2.31695104,0,41.297
25.0,340.5,76.5,0.41100958,0,44.249
25.0,343.5,76.5,2.48131204,0,47.014
25.0,346.5,76.5,3.76637721,0,45.571
25.0,349.5,76.5,1.96592402,0,44.284
25.0,352.5,76.5,2.50783944,0,43.167
25.0,355.5,76.5,1.29661,0,42.235
25.0,358.5,76.5,3.53193831,0,41.499
25.0,361.5,76.5,2.7026546,0,40.97
25.0,364.5,76.5,2.38338566,0,40.656
25.0,367.5,76.5,0.41064876,0,37.904
25.0,370.5,76.5,2.31614447,0,34.985
25.0,373.5,76.5,0.26849344,0,32.08
25.0,376.5,76.5,1.29642725,0,29.195
25.0,379.5,76.5,0.86825573,0,26.335
25.0,382.5,76.5,1.157354,0,23.51
25.0,385.5,76.5,0.48959371,0,20.735
25.0,388.5,76.5,0.86460847,0,18.031
25.0,391.5,76.5,2.53336334,0,15.438
25.0,394.5,76.5,2.87229419,0,13.02
25.0,397.5,76.5,2.57382965,0,10.896
25.0,400.5,76.5,3.11921668,0,9.2689
25.0,403.5,76.5,3.00328755,0,8.4327
25.0,406.5,76.5,2.07472348,0,8.6202
25.0,409.5,76.5,2.56741977,0,9.7727
25.0,412.5,76.5,1.29450583,0,11.606
25.0,415.5,76.5,1.29701579,0,13.853
25.0,418.5,76.5,2.28376174,0,16.343
25.0,421.5,76.5,0.34236294,0,18.981
25.0,424.5,76.5,0.40849552,0,21.714
25.0,427.5,76.5,0.86830795,0,24.509
25.0,430.5,76.5,1.01846206,0,27.348
25.0,433.5,76.5,1.26619339,0,30.217
25.0,436.5,76.5,1.01981616,0,33.11
25.0,439.5,76.5,0.36334914,0,36.021
25.0,442.5,76.5,0.03293794,0,38.945
25.0,445.5,76.5,0.40876496,0,41.879
25.0,448.5,76.5,0.89782554,0,43.992
25.0,451.5,76.5,2.16508842,0,44.418
25.0,454.5,76.5,0.76571381,0,44.282
25.0,457.5,76.5,0.27178606,0,42.149
25.0,460.5,76.5,0.2782101,0,39.279
25.0,463.5,76.5,0.40830845,0,36.43
25.0,466.5,76.5,2.57280707,0,33.608
25.0,469.5,76.5,1.30496919,0,30.819
25.0,472.5,76.5,2.69167328,0,28.073
25.0,475.5,76.5,1.98767412,0,25.385
25.0,478.5,76.5,1.21180785,0,22.775
25.0,481.5,76.5,2.88676691,0,20.273
25.0,484.5,76.5,1.77166772,0,17.925
25.0,487.5,76.5,0.76727229,0,15.799
25.0,490.5,76.5,0.40967119,0,13.996
25.0,493.5,76.5,0.97154558,0,12.657
25.0,496.5,76.5,0.41078338,0,11.937
25.0,499.5,76.5,0.36146036,0,11.95
25.0,502.5,76.5,0.19919878,0,12.693
25.0,505.5,76.5,0.39814797,0,14.05
25.0,508.5,76.5,0.4023293,0,15.866
25.0,511.5,76.5,0.10011306,0,18
25.0,514.5,76.5,0.41087562,0,20.355
25.0,517.5,76.5,0.40906355,0,22.861
25.0,520.5,76.5,0.80543697,0,25.474
25.0,523.5,76.5,0.85904527,0,28.128
25.0,526.5,76.5,1.52256668,0,26.519
25.0,529.5,76.5,0.8081243,0,25.166
25.0,532.5,76.5,1.53304577,0,24.113
25.0,535.5,76.5,1.66300273,0,23.399
25.0,538.5,76.5,0.40930384,0,23.056
25.0,541.5,76.5,1.28430033,0,23.102
25.0,544.5,76.5,0.81063759,0,23.532
25.0,547.5,76.5,0.49249941,0,24.328
25.0,550.5,76.5,0.49007085,0,25.455
25.0,553.5,76.5,0.54616171,0,26.87
25.0,556.5,76.5,0.80652511,0,28.533
25.0,559.5,76.5,0.72211063,0,30.4
25.0,562.5,76.5,0.41187176,0,32.439
25.0,565.5,76.5,0.24980004,0,34.617
25.0,568.5,76.5,0.00692992,0,36.911
25.0,571.5,76.5,0.48914224,0,39.3
25.0,574.5,76.5,0.63792032,0,38.431
25.0,577.5,76.5,1.10687327,0,37.189
25.0,580.5,76.5,0.70957059,0,36.154
25.0,583.5,76.5,0.86399508,0,35.344
25.0,586.5,76.5,0.49134862,0,34.775
25.0,589.5,76.5,1.72000718,0,34.459
25.0,592.5,76.5,2.4175849,0,34.402
25.0,595.5,76.5,2.31628823,0,34.606
25.0,598.5,76.5,1.29556,0,35.066
25.0,601.5,76.5,1.01033533,0,35.774
25.0,604.5,76.5,1.71121049,0,36.713
25.0,607.5,76.5,0.86238408,0,37.867
25.0,610.5,76.5,2.78102112,0,39.217
25.0,613.5,76.5,0.88407397,0,40.744
25.0,616.5,76.5,2.31723785,0,41.077
25.0,619.5,76.5,2.22771764,0,39.945
25.0,622.5,76.5,2.42460585,0,39.012
25.0,625.5,76.5,0.51136273,0,38.291
25.0,628.5,76.5,1.90338814,0,37.796
25.0,631.5,76.5,2.2169044,0,37.535
25.0,634.5,76.5,1.65876925,0,37.512
25.0,637.5,76.5,0.73321551,0,37.729
25.0,640.5,76.5,0.98009628,0,38.181
25.0,643.5,76.5,1.29575348,0,38.86
25.0,646.5,76.5,2.00946021,0,39.754
25.0,649.5,76.5,1.8244586,0,40.85
25.0,652.5,76.5,0.80225068,0,42.131
25.0,655.5,76.5,0.80352676,0,43.581
25.0,658.5,76.5,0.34350374,0,43.912
25.0,661.5,76.5,0.41156814,0,41.562
25.0,664.5,76.5,0.19456877,0,39.302
25.0,667.5,76.5,0.14659753,0,37.146
25.0,670.5,76.5,0.64987022,0,35.114
25.0,673.5,76.5,0.41013944,0,33.23
25.0,676.5,76.5,0.57134187,0,31.518
25.0,679.5,76.5,0.70977145,0,30.01
25.0,682.5,76.5,0.80329925,0,28.737
25.0,685.5,76.5,0.48806387,0,27.731
25.0,688.5,76.5,0.14779766,0,27.022
25.0,691.5,76.5,0.39771596,0,26.634
25.0,694.5,76.5,0.41724822,0,26.582
25.0,697.5,76.5,0.3740541,0,26.866
25.0,700.5,76.5,0.35363704,0,27.477
25.0,703.5,76.5,2.31729031,0,28.393
25.0,706.5,76.5,1.92513824,0,29.587
25.0,709.5,76.5,0.84924877,0,31.025
25.0,712.5,76.5,2.539536,0,32.677
25.0,715.5,76.5,0.89444143,0,34.51
25.0,718.5,76.5,0.99829179,0,36.499
25.0,721.5,76.5,2.2050724,0,38.618
25.0,724.5,76.5,1.21046066,0,40.179
25.0,727.5,76.5,2.5534606,0,39.298
25.0,730.5,76.5,0.85584801,0,38.63
25.0,733.5,76.5,0.85150027,0,38.188
25.0,736.5,76.5,2.13610506,0,37.977
25.0,739.5,76.5,0.75730699,0,38.004
25.0,742.5,76.5,0.73933494,0,38.266
25.0,745.5,76.5,1.56872499,0,38.759
25.0,748.5,76.5,1.70451176,0,39.475
25.0,1.5,79.5,0.49145091,0,19.724
25.0,4.5,79.5,1.31022263,0,20.175
25.0,7.5,79.5,2.08306241,0,21.048
25.0,10.5,79.5,2.0718348,0,22.294
25.0,13.5,79.5,1.64601636,0,23.854
25.0,16.5,79.5,0.87942648,0,25.671
25.0,19.5,79.5,3.68929482,0,27.695
25.0,22.5,79.5,2.59941721,0,29.577
25.0,25.5,79.5,2.73521352,0,26.667
25.0,28.5,79.5,2.54023957,0,23.778
25.0,31.5,79.5,2.28767896,0,20.921
25.0,34.5,79.5,1.46477878,0,18.111
25.0,37.5,79.5,1.62344563,0,15.372
25.0,40.5,79.5,3.4040575,0,12.751
25.0,43.5,79.5,2.08665466,0,10.338
25.0,46.5,79.5,2.28842568,0,8.3171
25.0,49.5,79.5,0.82826227,0,7.0334
25.0,52.5,79.5,0.83138818,0,6.9112
25.0,55.5,79.5,1.2132591,0,8.0037
25.0,58.5,79.5,2.00764275,0,9.9174
25.0,61.5,79.5,2.4576385,0,12.274
25.0,64.5,79.5,1.48696911,0,14.864
25.0,67.5,79.5,2.56056881,0,17.585
25.0,70.5,79.5,2.05893588,0,20.385
25.0,73.5,79.5,2.55831838,0,18.086
25.0,76.5,79.5,2.8964572,0,15.778
25.0,79.5,79.5,2.68033171,0,13.74
25.0,82.5,79.5,2.52002668,0,12.11
25.0,85.5,79.5,3.61408281,0,11.068
25.0,88.5,79.5,3.07558775,0,10.786
25.0,91.5,79.5,3.51730394,0,11.322
25.0,94.5,79.5,3.59748149,0,12.571
25.0,97.5,79.5,3.01659489,0,14.348
25.0,100.5,79.5,3.08261824,0,16.484
25.0,103.5,79.5,3.48151159,0,18.857
25.0,106.5,79.5,1.55182421,0,21.387
25.0,109.5,79.5,2.34181499,0,24.026
25.0,112.5,79.5,1.50611293,0,26.741
25.0,115.5,79.5,0.6267131,0,29.512
25.0,118.5,79.5,0.40835279,0,32.323
25.0,121.5,79.5,2.00870562,0,35.166
25.0,124.5,79.5,2.41424489,0,38.033
25.0,127.5,79.5,2.55152273,0,40.919
25.0,130.5,79.5,0.55572373,0,43.125
25.0,133.5,79.5,0.72735041,0,42.559
25.0,136.5,79.5,1.49041712,0,42.199
25.0,139.5,79.5,0.34016088,0,42.051
25.0,142.5,79.5,0.78063536,0,42.117
25.0,145.5,79.5,2.34018326,0,42.395
25.0,148.5,79.5,1.60370767,0,42.882
25.0,151.5,79.5,3.18379307,0,43.57
25.0,154.5,79.5,1.56860363,0,44.451
25.0,157.5,79.5,1.59874737,0,44.246
25.0,160.5,79.5,0.80775106,0,41.257
25.0,163.5,79.5,0.59294444,0,38.269
25.0,166.5,79.5,1.80892754,0,35.284
25.0,169.5,79.5,0.4105266,0,32.301
25.0,172.5,79.5,1.09625328,0,29.321
25.0,175.5,79.5,0.72111249,0,26.347
25.0,178.5,79.5,2.35802984,0,23.378
25.0,181.5,79.5,2.35250139,0,20.419
25.0,184.5,79.5,2.55709004,0,17.474
25.0,187.5,79.5,2.5603931,0,14.552
25.0,190.5,79.5,1.63487136,0,11.669
25.0,193.5,79.5,0.85248655,0,8.8632
25.0,196.5,79.5,1.01984823,0,6.2416
25.0,199.5,79.5,1.85951591,0,4.1665
25.0,202.5,79.5,0.70464337,0,3.7096
25.0,205.5,79.5,2.04133177,0,5.3069
25.0,208.5,79.5,1.66249895,0,7.7823
25.0,211.5,79.5,1.30927694,0,10.534
25.0,214.5,79.5,0.75364345,0,13.393
25.0,217.5,79.5,1.20964503,0,16.302
25.0,220.5,79.5,0.41658121,0,19.24
25.0,223.5,79.5,1.58368659,0,22.194
25.0,226.5,79.5,1.78910208,0,25.159
25.0,229.5,79.5,2.31626725,0,28.131
25.0,232.5,79.5,0.41199642,0,31.109
25.0,235.5,79.5,0.41239566,0,34.091
25.0,238.5,79.5,1.50331521,0,37.075
25.0,241.5,79.5,2.7162931,0,40.062
25.0,244.5,79.5,3.5190196,0,42.845
25.0,247.5,79.5,3.10200429,0,42.548
25.0,250.5,79.5,2.21772671,0,42.461
25.0,253.5,79.5,3.98946428,0,42.586
25.0,256.5,79.5,0.91974258,0,40.677
25.0,259.5,79.5,2.73215556,0,37.698
25.0,262.5,79.5,1.33887696,0,34.722
25.0,265.5,79.5,0.93719548,0,31.752
25.0,268.5,79.5,2.89563107,0,28.787
25.0,271.5,79.5,1.85302377,0,25.83
25.0,274.5,79.5,2.88543081,0,22.885
25.0,277.5,79.5,2.70381522,0,19.956
25.0,280.5,79.5,2.50817347,0,17.052
25.0,283.5,79.5,1.82168174,0,14.188
25.0,286.5,79.5,2.67794514,0,11.394
25.0,289.5,79.5,3.0754559,0,8.737
25.0,292.5,79.5,2.31241322,0,6.392
25.0,295.5,79.5,2.21208382,0,4.8352
25.0,298.5,79.5,1.19243789,0,4.8888
25.0,301.5,79.5,1.9989984,0,6.5132
25.0,304.5,79.5,2.70459509,0,8.885
25.0,307.5,79.5,2.32514691,0,11.553
25.0,310.5,79.5,2.55832815,0,14.352
25.0,313.5,79.5,1.29989827,0,17.219
25.0,316.5,79.5,2.67806673,0,20.125
25.0,319.5,79.5,2.01001072,0,23.055
25.0,322.5,79.5,1.38124478,0,26.001
25.0,325.5,79.5,1.37375772,0,28.959
25.0,328.5,79.5,1.66128862,0,31.924
25.0,331.5,79.5,1.21464431,0,34.895
25.0,334.5,79.5,0.52850145,0,37.87
25.0,337.5,79.5,2.53745675,0,40.849
25.0,340.5,79.5,3.00910521,0,43.832
25.0,343.5,79.5,2.50722384,0,44.452
25.0,346.5,79.5,3.07596493,0,42.922
25.0,349.5,79.5,2.94555545,0,41.553
25.0,352.5,79.5,1.1538074,0,40.362
25.0,355.5,79.5,0.72515208,0,39.363
25.0,358.5,79.5,1.01540196,0,38.572
25.0,361.5,79.5,2.00270391,0,38.002
25.0,364.5,79.5,1.4898082,0,37.663
25.0,367.5,79.5,1.30199444,0,37.562
25.0,370.5,79.5,0.54884714,0,35.822
25.0,373.5,79.5,0.77774322,0,32.991
25.0,376.5,79.5,0.53286117,0,30.193
25.0,379.5,79.5,0.86198688,0,27.437
25.0,382.5,79.5,1.6433872,0,24.738
25.0,385.5,79.5,1.2135694,0,22.118
25.0,388.5,79.5,1.85065746,0,19.606
25.0,391.5,79.5,2.05884647,0,17.251
25.0,394.5,79.5,2.94196129,0,15.125
25.0,397.5,79.5,2.53929114,0,13.341
25.0,400.5,79.5,1.65511167,0,12.049
25.0,403.5,79.5,3.72693515,0,11.418
25.0,406.5,79.5,2.15347576,0,11.557
25.0,409.5,79.5,3.59116435,0,12.441
25.0,412.5,79.5,3.33919454,0,13.927
25.0,415.5,79.5,1.23647153,0,15.848
25.0,418.5,79.5,1.01394045,0,18.065
25.0,421.5,79.5,0.76048422,0,20.483
25.0,424.5,79.5,0.81457067,0,23.038
25.0,427.5,79.5,0.0927477,0,25.69
25.0,430.5,79.5,0.40754089,0,28.41
25.0,433.5,79.5,0.40224394,0,31.183
25.0,436.5,79.5,0.74488854,0,33.993
25.0,439.5,79.5,0.40968627,0,36.834
25.0,442.5,79.5,0.69240624,0,39.698
25.0,445.5,79.5,1.70452833,0,42.361
25.0,448.5,79.5,1.96754146,0,41.79
25.0,451.5,79.5,1.68762028,0,41.428
25.0,454.5,79.5,0.9697541,0,41.282
25.0,457.5,79.5,0.72757,0,41.354
25.0,460.5,79.5,0.89361507,0,40.286
25.0,463.5,79.5,0.86884969,0,37.514
25.0,466.5,79.5,1.55135822,0,34.779
25.0,469.5,79.5,2.89775062,0,32.092
25.0,472.5,79.5,2.00457168,0,29.465
25.0,475.5,79.5,1.28092813,0,26.916
25.0,478.5,79.5,2.21460605,0,24.47
25.0,481.5,79.5,0.41320851,0,22.16
25.0,484.5,79.5,0.40939227,0,20.035
25.0,487.5,79.5,0.85848594,0,18.157
25.0,490.5,79.5,1.36342204,0,16.613
25.0,493.5,79.5,1.13511217,0,15.501
25.0,496.5,79.5,0.35393164,0,14.92
25.0,499.5,79.5,0.49227637,0,14.93
25.0,502.5,79.5,0.2185521,0,15.531
25.0,505.5,79.5,0.32828283,0,16.659
25.0,508.5,79.5,0.20169015,0,18.216
25.0,511.5,79.5,0.34373498,0,20.103
25.0,514.5,79.5,0.71512562,0,22.235
25.0,517.5,79.5,1.21264708,0,24.55
25.0,520.5,79.5,2.40235543,0,27
25.0,523.5,79.5,2.008744,0,25.73
25.0,526.5,79.5,2.74908686,0,23.96
25.0,529.5,79.5,2.39870501,0,22.454
25.0,532.5,79.5,0.86495197,0,21.267
25.0,535.5,79.5,0.40978554,0,20.454
25.0,538.5,79.5,1.67850137,0,20.061
25.0,541.5,79.5,1.85258102,0,20.113
25.0,544.5,79.5,0.55809182,0,20.606
25.0,547.5,79.5,0.48946255,0,21.51
25.0,550.5,79.5,0.39520657,0,22.777
25.0,553.5,79.5,0.86559165,0,24.349
25.0,556.5,79.5,0.47233248,0,26.171
25.0,559.5,79.5,0.40973142,0,28.196
25.0,562.5,79.5,0.34690809,0,30.383
25.0,565.5,79.5,0.18511692,0,32.698
25.0,568.5,79.5,0.34011164,0,35.118
25.0,571.5,79.5,1.04605198,0,37.303
25.0,574.5,79.5,0.39967206,0,35.772
25.0,577.5,79.5,2.00009775,0,34.434
25.0,580.5,79.5,2.06288457,0,33.314
25.0,583.5,79.5,1.00392008,0,32.433
25.0,586.5,79.5,1.01476145,0,31.811
25.0,589.5,79.5,1.0185138,0,31.465
25.0,592.5,79.5,1.01385725,0,31.403
25.0,595.5,79.5,0.86209542,0,31.626
25.0,598.5,79.5,3.0609262,0,32.13
25.0,601.5,79.5,2.00338316,0,32.9
25.0,604.5,79.5,1.85507596,0,33.919
25.0,607.5,79.5,0.86546236,0,35.165
25.0,610.5,79.5,1.72549176,0,36.615
25.0,613.5,79.5,2.16779089,0,38.246
25.0,616.5,79.5,0.48908928,0,38.358
25.0,619.5,79.5,2.3171854,0,37.144
25.0,622.5,79.5,2.68409038,0,36.138
25.0,625.5,79.5,0.53607053,0,35.359
25.0,628.5,79.5,1.5744561,0,34.822
25.0,631.5,79.5,0.41056535,0,34.538
25.0,634.5,79.5,2.00413775,0,34.514
25.0,637.5,79.5,1.77782679,0,34.749
25.0,640.5,79.5,0.90112883,0,35.24
25.0,643.5,79.5,1.5742985,0,35.974
25.0,646.5,79.5,1.94493318,0,36.939
25.0,649.5,79.5,0.92417753,0,38.115
25.0,652.5,79.5,2.74553895,0,39.485
25.0,655.5,79.5,2.68358397,0,41.029
25.0,658.5,79.5,1.9717418,0,42.728
25.0,661.5,79.5,0.51676339,0,43.541
25.0,664.5,79.5,0.40846279,0,41.388
25.0,667.5,79.5,0.404863,0,39.347
25.0,670.5,79.5,0.74255931,0,37.435
25.0,673.5,79.5,0.411989,0,35.673
25.0,676.5,79.5,1.85129309,0,34.085
25.0,679.5,79.5,1.57895529,0,32.695
25.0,682.5,79.5,0.39419124,0,31.53
25.0,685.5,79.5,0.40258792,0,30.616
25.0,688.5,79.5,0.2603842,0,29.976
25.0,691.5,79.5,0.86418295,0,29.627
25.0,694.5,79.5,1.64845634,0,29.58
25.0,697.5,79.5,2.51524019,0,29.835
25.0,700.5,79.5,2.54218841,0,30.387
25.0,703.5,79.5,3.58799982,0,31.218
25.0,706.5,79.5,2.12682796,0,32.307
25.0,709.5,79.5,0.867145,0,33.629
25.0,712.5,79.5,1.94821703,0,35.159
25.0,715.5,79.5,2.03348804,0,36.869
25.0,718.5,79.5,1.81138575,0,38.737
25.0,721.5,79.5,1.30389607,0,40.74
25.0,724.5,79.5,1.36256337,0,42.859
25.0,727.5,79.5,1.21333945,0,42.203
25.0,730.5,79.5,0.82387227,0,41.582
25.0,733.5,79.5,1.05102074,0,41.171
25.0,736.5,79.5,0.8576827,0,40.976
25.0,739.5,79.5,2.04084134,0,41
25.0,742.5,79.5,0.46151611,0,41.244
25.0,745.5,79.5,1.65211475,0,41.206
25.0,748.5,79.5,1.61795795,0,41.354
25.0,1.5,82.5,1.88044322,0,16.734
25.0,4.5,82.5,1.59939754,0,17.263
25.0,7.5,82.5,2.00762248,0,18.276
25.0,10.5,82.5,2.07755208,0,19.698
25.0,13.5,82.5,2.92576385,0,21.448
25.0,16.5,82.5,1.31459355,0,23.453
25.0,19.5,82.5,1.47522831,0,25.652
