XPT,YPT,ZPT,AU_G_T,use,DIST_C
25.0,103.5,181.5,2.00947046,0,14.149
25.0,106.5,181.5,0.49177313,0,15.339
25.0,109.5,181.5,0.37157857,0,16.982
25.0,112.5,181.5,0.37186146,0,18.96
25.0,115.5,181.5,1.31200922,0,21.179
25.0,118.5,181.5,0.88691705,0,23.572
25.0,121.5,181.5,0.42521301,0,26.091
25.0,124.5,181.5,0.54809982,0,24.951
25.0,127.5,181.5,0.49228236,0,21.972
25.0,130.5,181.5,2.31661034,0,18.999
25.0,133.5,181.5,2.03276896,0,16.037
25.0,136.5,181.5,2.53091526,0,13.092
25.0,139.5,181.5,0.81359434,0,10.179
25.0,142.5,181.5,0.71478665,0,7.3374
25.0,145.5,181.5,1.210935,0,4.6961
25.0,148.5,181.5,0.99445724,0,2.8758
25.0,151.5,181.5,0.74082363,0,3.5336
25.0,154.5,181.5,0.77024895,0,5.8909
25.0,157.5,181.5,0.09781548,0,8.6556
25.0,160.5,181.5,0.36828232,0,11.538
25.0,163.5,181.5,1.08619225,0,14.469
25.0,166.5,181.5,2.72177505,0,17.423
25.0,169.5,181.5,1.97549891,0,20.391
25.0,172.5,181.5,1.52804315,0,23.367
25.0,175.5,181.5,2.55111742,0,26.348
25.0,178.5,181.5,2.31883502,0,29.333
25.0,181.5,181.5,2.31180215,0,30.603
25.0,184.5,181.5,2.31668425,0,28.672
25.0,187.5,181.5,0.91408539,0,26.937
25.0,190.5,181.5,1.37857664,0,25.439
25.0,193.5,181.5,1.01165056,0,24.221
25.0,196.5,181.5,2.50757504,0,23.329
25.0,199.5,181.5,0.66686147,0,22.798
25.0,202.5,181.5,1.00019026,0,22.656
25.0,205.5,181.5,0.32566521,0,22.909
25.0,208.5,181.5,0.41167679,0,23.545
25.0,211.5,181.5,0.80268818,0,24.534
25.0,214.5,181.5,1.30317068,0,25.835
25.0,217.5,181.5,0.4570094,0,27.404
25.0,220.5,181.5,1.21326661,0,29.198
25.0,223.5,181.5,0.86794424,0,29.129
25.0,226.5,181.5,0.49390242,0,26.475
25.0,229.5,181.5,1.71191192,0,23.903
25.0,232.5,181.5,0.47694388,0,21.443
25.0,235.5,181.5,0.3544085,0,19.137
25.0,238.5,181.5,2.41198182,0,17.049
25.0,241.5,181.5,1.72927201,0,15.268
25.0,244.5,181.5,1.27306294,0,13.912
25.0,247.5,181.5,0.33581316,0,13.114
25.0,250.5,181.5,0.40032086,0,11.846
25.0,253.5,181.5,1.63907731,0,9.4048
25.0,256.5,181.5,1.99983382,0,7.3873
25.0,259.5,181.5,1.85148525,0,6.2205
25.0,262.5,181.5,1.34607983,0,6.3887
25.0,265.5,181.5,2.53111124,0,7.8063
25.0,268.5,181.5,1.83476353,0,9.9529
25.0,271.5,181.5,1.64450419,0,12.457
25.0,274.5,181.5,2.53839278,0,15.143
25.0,277.5,181.5,1.58822381,0,17.928
25.0,280.5,181.5,2.53910708,0,20.774
25.0,283.5,181.5,1.52564156,0,23.657
25.0,286.5,181.5,1.91755092,0,26.567
25.0,289.5,181.5,1.05009592,0,29.494
25.0,292.5,181.5,0.74352181,0,30.565
25.0,295.5,181.5,0.40958804,0,29.918
25.0,298.5,181.5,2.11565089,0,29.563
25.0,301.5,181.5,2.70198107,0,29.51
25.0,304.5,181.5,3.0930109,0,29.761
25.0,307.5,181.5,2.95033813,0,30.309
25.0,310.5,181.5,1.87634051,0,31.137
25.0,313.5,181.5,1.85159314,0,32.224
25.0,316.5,181.5,2.90826225,0,33.545
25.0,319.5,181.5,2.84950376,0,32.567
25.0,322.5,181.5,4.87057734,0,29.567
25.0,325.5,181.5,2.00291657,0,26.567
25.0,328.5,181.5,0.49531776,0,23.567
25.0,331.5,181.5,2.14272237,0,20.567
25.0,334.5,181.5,2.53168392,0,17.567
25.0,337.5,181.5,2.52147341,0,14.567
25.0,340.5,181.5,2.05176473,0,11.568
25.0,343.5,181.5,1.89616406,0,8.5683
25.0,346.5,181.5,2.42748785,0,5.5695
25.0,349.5,181.5,2.6758604,0,2.5736
25.0,352.5,181.5,1.43980002,1,0.47662
25.0,355.5,181.5,1.9730655,0,3.4396
25.0,358.5,181.5,0.90996999,0,6.437
25.0,361.5,181.5,1.02332056,0,9.436
25.0,364.5,181.5,1.62625134,0,12.436
25.0,367.5,181.5,0.41088548,0,15.435
25.0,370.5,181.5,1.59025824,0,18.435
25.0,373.5,181.5,2.24619651,0,21.435
25.0,376.5,181.5,2.33287072,0,24.435
25.0,379.5,181.5,2.0635469,0,22.391
25.0,382.5,181.5,0.92001736,0,19.403
25.0,385.5,181.5,1.6302104,0,16.42
25.0,388.5,181.5,3.04042959,0,13.444
25.0,391.5,181.5,2.67752194,0,10.481
25.0,394.5,181.5,3.29442382,0,7.5482
25.0,397.5,181.5,1.76825964,0,4.7008
25.0,400.5,181.5,2.69742274,0,2.2847
25.0,403.5,181.5,1.77557158,0,2.5184
25.0,406.5,181.5,2.39547467,0,5.0462
25.0,409.5,181.5,2.16744089,0,7.9112
25.0,412.5,181.5,1.68409967,0,10.849
25.0,415.5,181.5,2.50733995,0,13.814
25.0,418.5,181.5,1.64365005,0,16.791
25.0,421.5,181.5,1.50371802,0,19.163
25.0,424.5,181.5,2.9625392,0,19.007
25.0,427.5,181.5,2.41629434,0,18.8
25.0,430.5,181.5,3.05255675,0,15.9
25.0,433.5,181.5,2.41990113,0,13.045
25.0,436.5,181.5,0.98774624,0,10.274
25.0,439.5,181.5,2.10240293,0,7.676
25.0,442.5,181.5,2.15618372,0,5.5039
25.0,445.5,181.5,1.77033508,0,4.4345
25.0,448.5,181.5,1.33711267,0,5.1997
25.0,451.5,181.5,0.49398133,0,7.2394
25.0,454.5,181.5,0.9097001,0,9.7868
25.0,457.5,181.5,1.94237971,0,12.536
25.0,460.5,181.5,2.70619154,0,15.379
25.0,463.5,181.5,0.85822719,0,18.273
25.0,466.5,181.5,2.04267597,0,21.196
25.0,469.5,181.5,1.98490977,0,24.138
25.0,472.5,181.5,2.50758839,0,27.093
25.0,475.5,181.5,2.06231904,0,25.912
25.0,478.5,181.5,3.01584625,0,23.083
25.0,481.5,181.5,2.9071703,0,20.304
25.0,484.5,181.5,3.10426879,0,17.598
25.0,487.5,181.5,1.90606976,0,15.004
25.0,490.5,181.5,2.00591135,0,12.592
25.0,493.5,181.5,2.10039949,0,10.487
25.0,496.5,181.5,2.31694007,0,8.911
25.0,499.5,181.5,0.89355087,0,8.1752
25.0,502.5,181.5,2.5745368,0,8.5007
25.0,505.5,181.5,0.86821067,0,9.7821
25.0,508.5,181.5,2.0799973,0,11.71
25.0,511.5,181.5,2.35981727,0,14.019
25.0,514.5,181.5,2.54049373,0,16.552
25.0,517.5,181.5,2.53721452,0,19.22
25.0,520.5,181.5,2.09090853,0,21.973
25.0,523.5,181.5,0.34593523,0,24.784
25.0,526.5,181.5,0.82337785,0,22.106
25.0,529.5,181.5,0.56219417,0,19.483
25.0,532.5,181.5,2.31957603,0,16.986
25.0,535.5,181.5,1.9998796,0,14.678
25.0,538.5,181.5,0.58003008,0,12.664
25.0,541.5,181.5,0.73467565,0,11.104
25.0,544.5,181.5,0.40018487,0,10.209
25.0,547.5,181.5,1.30958116,0,10.156
25.0,550.5,181.5,1.85053325,0,10.958
25.0,553.5,181.5,2.53716707,0,12.45
25.0,556.5,181.5,3.59533525,0,14.419
25.0,559.5,181.5,2.78358817,0,16.698
25.0,562.5,181.5,2.68131447,0,19.177
25.0,565.5,181.5,2.88660026,0,19.884
25.0,568.5,181.5,1.04866624,0,16.931
25.0,571.5,181.5,2.08934927,0,13.997
25.0,574.5,181.5,2.60879183,0,11.099
25.0,577.5,181.5,0.87386,0,8.2745
25.0,580.5,181.5,4.62504578,0,5.6339
25.0,583.5,181.5,2.70403433,0,3.6074
25.0,586.5,181.5,1.8506757,0,3.5052
25.0,589.5,181.5,2.44126129,0,5.4369
25.0,592.5,181.5,1.85065329,0,8.0519
25.0,595.5,181.5,1.5688349,0,10.868
25.0,598.5,181.5,2.09298682,0,13.762
25.0,601.5,181.5,1.6409061,0,16.693
25.0,604.5,181.5,1.51409972,0,19.645
25.0,607.5,181.5,2.14288425,0,22.61
25.0,610.5,181.5,2.41738892,0,25.583
25.0,613.5,181.5,2.03841782,0,28.561
25.0,616.5,181.5,3.60865664,0,28.489
25.0,619.5,181.5,2.00849032,0,25.5
25.0,622.5,181.5,0.7439335,0,22.513
25.0,625.5,181.5,2.34864855,0,19.53
25.0,628.5,181.5,2.46754742,0,16.553
25.0,631.5,181.5,2.37236476,0,13.587
25.0,634.5,181.5,1.89525604,0,10.639
25.0,637.5,181.5,0.80831307,0,7.7315
25.0,640.5,181.5,1.57534301,0,4.9364
25.0,643.5,181.5,0.52689302,0,2.6381
25.0,646.5,181.5,0.4953354,0,2.7479
25.0,649.5,181.5,0.86333203,0,5.113
25.0,652.5,181.5,2.82815766,0,7.9205
25.0,655.5,181.5,1.24332511,0,10.832
25.0,658.5,181.5,0.49487203,0,13.781
25.0,661.5,181.5,0.40828663,0,16.748
25.0,664.5,181.5,0.73711085,0,19.726
25.0,667.5,181.5,0.9397577,0,22.709
25.0,670.5,181.5,0.41233987,0,25.696
25.0,673.5,181.5,2.00747538,0,28.686
25.0,676.5,181.5,0.73997575,0,27.523
25.0,679.5,181.5,0.86415124,0,25.279
25.0,682.5,181.5,2.67585468,0,23.207
25.0,685.5,181.5,2.35095477,0,21.356
25.0,688.5,181.5,2.68285084,0,19.789
25.0,691.5,181.5,2.31658959,0,18.578
25.0,694.5,181.5,0.46844709,0,17.795
25.0,697.5,181.5,1.28375149,0,17.498
25.0,700.5,181.5,0.70765948,0,17.712
25.0,703.5,181.5,0.82654536,0,18.418
25.0,706.5,181.5,0.4735685,0,19.564
25.0,709.5,181.5,2.06104875,0,21.078
25.0,712.5,181.5,2.16056585,0,22.886
25.0,715.5,181.5,0.85777324,0,24.926
25.0,718.5,181.5,1.21044981,0,26.549
25.0,721.5,181.5,1.85063291,0,23.78
25.0,724.5,181.5,1.75957513,0,21.075
25.0,727.5,181.5,0.50976211,0,18.46
25.0,730.5,181.5,1.01564491,0,15.982
25.0,733.5,181.5,2.00830221,0,13.713
25.0,736.5,181.5,0.40975177,0,11.776
25.0,739.5,181.5,0.8026858,0,10.36
25.0,742.5,181.5,1.54776037,0,9.6931
25.0,745.5,181.5,2.00110245,0,9.9294
25.0,748.5,181.5,2.27218294,0,11.01
25.0,1.5,184.5,1.65172613,0,19.437
25.0,4.5,184.5,0.81544214,0,19.479
25.0,7.5,184.5,0.86981744,0,19.977
25.0,10.5,184.5,2.70398498,0,20.897
25.0,13.5,184.5,2.414433,0,22.188
25.0,16.5,184.5,2.31662107,0,23.79
25.0,19.5,184.5,1.04149175,0,25.644
25.0,22.5,184.5,1.31131816,0,27.699
25.0,25.5,184.5,2.42335439,0,29.914
25.0,28.5,184.5,1.31284356,0,29.202
25.0,31.5,184.5,1.43911409,0,26.758
25.0,34.5,184.5,1.01913929,0,24.438
25.0,37.5,184.5,1.05097318,0,22.281
25.0,40.5,184.5,0.40957105,0,20.339
25.0,43.5,184.5,1.61856854,0,18.679
25.0,46.5,184.5,0.79239792,0,17.382
25.0,49.5,184.5,1.34220457,0,16.533
25.0,52.5,184.5,0.85600883,0,16.204
25.0,55.5,184.5,1.64127016,0,16.425
25.0,58.5,184.5,1.92939091,0,17.176
25.0,61.5,184.5,0.49308106,0,18.391
25.0,64.5,184.5,0.39912012,0,19.987
25.0,67.5,184.5,0.28479105,0,21.879
25.0,70.5,184.5,0.27623281,0,23.998
25.0,73.5,184.5,1.59128201,0,26.289
25.0,76.5,184.5,2.31605434,0,24.952
25.0,79.5,184.5,1.09966302,0,22.264
25.0,82.5,184.5,1.07859635,0,19.666
25.0,85.5,184.5,1.31461763,0,17.2
25.0,88.5,184.5,0.39985308,0,14.931
25.0,91.5,184.5,0.40900266,0,12.963
25.0,94.5,184.5,0.85748154,0,11.451
25.0,97.5,184.5,2.53015733,0,10.594
25.0,100.5,184.5,1.31338739,0,10.551
25.0,103.5,184.5,0.55190831,0,11.332
25.0,106.5,184.5,1.61076629,0,12.787
25.0,109.5,184.5,0.8597936,0,14.717
25.0,112.5,184.5,0.40561917,0,16.961
25.0,115.5,184.5,0.36035299,0,19.411
25.0,118.5,184.5,1.21436214,0,21.997
25.0,121.5,184.5,2.13572025,0,24.677
25.0,124.5,184.5,2.14658022,0,24.798
25.0,127.5,184.5,1.85059607,0,21.799
25.0,130.5,184.5,2.89544916,0,18.799
25.0,133.5,184.5,2.8389461,0,15.799
25.0,136.5,184.5,2.71830416,0,12.799
25.0,139.5,184.5,3.07801557,0,9.8001
25.0,142.5,184.5,1.77461052,0,6.8014
25.0,145.5,184.5,0.92788661,0,3.8046
25.0,148.5,184.5,0.49599999,1,0.8317
25.0,151.5,184.5,2.53548479,0,2.2155
25.0,154.5,184.5,0.86608529,0,5.2082
25.0,157.5,184.5,0.45707309,0,8.2062
25.0,160.5,184.5,0.40617999,0,11.205
25.0,163.5,184.5,0.96265972,0,14.205
25.0,166.5,184.5,0.70210445,0,17.204
25.0,169.5,184.5,0.94483119,0,20.204
25.0,172.5,184.5,1.01030815,0,23.204
25.0,175.5,184.5,1.57163894,0,26.204
25.0,178.5,184.5,2.67521119,0,29.204
25.0,181.5,184.5,2.03407168,0,28.454
25.0,184.5,184.5,2.6738317,0,26.366
25.0,187.5,184.5,3.18045998,0,24.468
25.0,190.5,184.5,1.60522318,0,22.808
25.0,193.5,184.5,1.06912947,0,21.442
25.0,196.5,184.5,1.28845453,0,20.428
25.0,199.5,184.5,0.4075101,0,19.82
25.0,202.5,184.5,0.06336764,0,19.657
25.0,205.5,184.5,0.01644773,0,19.948
25.0,208.5,184.5,0.41139883,0,20.675
25.0,211.5,184.5,0.40954903,0,21.795
25.0,214.5,184.5,0.42980701,0,23.25
25.0,217.5,184.5,0.86307997,0,24.982
25.0,220.5,184.5,0.86889595,0,26.938
25.0,223.5,184.5,1.99918997,0,27.925
25.0,226.5,184.5,1.24900925,0,25.144
25.0,229.5,184.5,0.40995044,0,22.421
25.0,232.5,184.5,0.09022531,0,19.777
25.0,235.5,184.5,2.57719493,0,17.25
25.0,238.5,184.5,2.01584435,0,14.899
25.0,241.5,184.5,1.7381916,0,12.823
25.0,244.5,184.5,1.51578557,0,11.174
25.0,247.5,184.5,1.26098704,0,10.164
25.0,250.5,184.5,1.68348491,0,9.9871
25.0,253.5,184.5,1.5773468,0,7.7953
25.0,256.5,184.5,2.47742367,0,5.1855
25.0,259.5,184.5,2.97058368,0,3.3182
25.0,262.5,184.5,2.71677518,0,3.6239
25.0,265.5,184.5,2.56661153,0,5.7666
25.0,268.5,184.5,0.4903385,0,8.4484
25.0,271.5,184.5,1.75288463,0,11.291
25.0,274.5,184.5,2.51435351,0,14.199
25.0,277.5,184.5,0.50704801,0,17.139
25.0,280.5,184.5,3.66670513,0,20.096
25.0,283.5,184.5,2.55291772,0,23.065
25.0,286.5,184.5,1.02033865,0,26.04
25.0,289.5,184.5,0.76593626,0,28.695
25.0,292.5,184.5,0.45604792,0,27.681
25.0,295.5,184.5,0.86764252,0,26.965
25.0,298.5,184.5,0.73484951,0,26.571
25.0,301.5,184.5,2.05294037,0,26.512
25.0,304.5,184.5,2.1270318,0,26.791
25.0,307.5,184.5,3.09834385,0,27.398
25.0,310.5,184.5,2.68218851,0,28.311
25.0,313.5,184.5,3.23115945,0,29.503
25.0,316.5,184.5,3.01377082,0,30.94
25.0,319.5,184.5,2.67669487,0,32.591
25.0,322.5,184.5,3.68588924,0,29.699
25.0,325.5,184.5,1.71981192,0,26.714
25.0,328.5,184.5,2.34075999,0,23.732
25.0,331.5,184.5,2.31624603,0,20.756
25.0,334.5,184.5,1.85065138,0,17.788
25.0,337.5,184.5,1.64383972,0,14.833
25.0,340.5,184.5,2.27773643,0,11.901
25.0,343.5,184.5,2.31701446,0,9.013
25.0,346.5,184.5,1.85181856,0,6.2319
25.0,349.5,184.5,2.9543705,0,3.8001
25.0,352.5,184.5,2.75622916,0,2.8363
25.0,355.5,184.5,2.69796729,0,4.4326
25.0,358.5,184.5,0.42551383,0,7.018
25.0,361.5,184.5,0.86114961,0,9.8415
25.0,364.5,184.5,2.41715884,0,12.746
25.0,367.5,184.5,1.57024825,0,15.686
25.0,370.5,184.5,2.07182717,0,18.646
25.0,373.5,184.5,2.48909926,0,21.616
25.0,376.5,184.5,1.85821736,1,24.594
25.0,379.5,184.5,1.47352028,0,22.838
25.0,382.5,184.5,2.7798779,1,19.917
25.0,385.5,184.5,2.32297397,0,17.024
25.0,388.5,184.5,2.32858133,0,14.176
25.0,391.5,184.5,2.82443452,1,11.405
25.0,394.5,184.5,1.97758532,0,8.786
25.0,397.5,184.5,3.10913372,1,6.5051
25.0,400.5,184.5,2.12540102,0,5.0437
25.0,403.5,184.5,1.05006146,0,5.1537
25.0,406.5,184.5,1.51811004,1,6.7589
25.0,409.5,184.5,1.65253329,1,9.0997
25.0,412.5,184.5,2.3672576,0,11.744
25.0,415.5,184.5,1.46513653,1,14.528
25.0,418.5,184.5,1.85066986,0,16.916
25.0,421.5,184.5,2.89630246,1,16.193
25.0,424.5,184.5,2.53860617,0,16.008
25.0,427.5,184.5,2.00984907,1,16.381
25.0,430.5,184.5,2.4167254,0,16.981
25.0,433.5,184.5,1.57051909,1,14.343
25.0,436.5,184.5,1.73433685,0,11.879
25.0,439.5,184.5,0.41062284,0,9.72
25.0,442.5,184.5,0.41128382,0,8.1148
25.0,445.5,184.5,0.55070496,1,7.4312
25.0,448.5,184.5,0.86221153,0,7.9117
25.0,451.5,184.5,0.7650314,0,9.3791
25.0,454.5,184.5,1.59247279,0,11.46
25.0,457.5,184.5,1.85066891,0,13.882
25.0,460.5,184.5,0.74416667,0,16.495
25.0,463.5,184.5,0.85647613,0,19.221
25.0,466.5,184.5,0.53763509,0,22.019
25.0,469.5,184.5,1.0786289,0,24.864
25.0,472.5,184.5,1.31529701,0,27.741
25.0,475.5,184.5,1.77022111,0,25.13
25.0,478.5,184.5,2.89911222,0,22.202
25.0,481.5,184.5,0.86489862,0,19.296
25.0,484.5,184.5,1.22305214,0,16.425
25.0,487.5,184.5,0.8684001,0,13.609
25.0,490.5,184.5,3.65091634,0,10.892
25.0,493.5,184.5,3.62746096,0,8.3701
25.0,496.5,184.5,2.31663656,0,6.2837
25.0,499.5,184.5,1.31515872,0,5.1878
25.0,502.5,184.5,1.85365963,0,5.6869
25.0,505.5,184.5,2.0086472,0,7.4678
25.0,508.5,184.5,2.57626152,0,9.8588
25.0,511.5,184.5,0.7342996,0,12.515
25.0,514.5,184.5,0.68003118,0,15.299
25.0,517.5,184.5,2.89818621,0,18.152
25.0,520.5,184.5,2.73075747,0,21.045
25.0,523.5,184.5,0.86289227,0,23.965
25.0,526.5,184.5,0.99535137,0,23.624
25.0,529.5,184.5,0.72198939,0,21.19
25.0,532.5,184.5,1.51190436,0,18.919
25.0,535.5,184.5,1.57549143,0,16.878
25.0,538.5,184.5,1.85051489,0,15.159
25.0,541.5,184.5,0.52009541,0,13.882
25.0,544.5,184.5,0.83703876,0,13.177
25.0,547.5,184.5,0.80721712,0,13.136
25.0,550.5,184.5,0.41147208,0,13.765
25.0,553.5,184.5,3.14026189,0,14.98
25.0,556.5,184.5,2.13252926,0,16.653
25.0,559.5,184.5,3.62108707,0,18.662
25.0,562.5,184.5,4.48553896,0,20.909
25.0,565.5,184.5,2.89719987,0,20.584
25.0,568.5,184.5,3.53169322,0,17.748
25.0,571.5,184.5,2.6784389,0,14.975
25.0,574.5,184.5,3.48025918,0,12.31
25.0,577.5,184.5,2.06420565,0,9.8389
25.0,580.5,184.5,2.31670022,0,7.7509
25.0,583.5,184.5,3.71102262,0,6.4303
25.0,586.5,184.5,2.13169909,0,6.3736
25.0,589.5,184.5,2.71579814,0,7.6089
25.0,592.5,184.5,2.31665754,0,9.6524
25.0,595.5,184.5,2.41189837,0,12.101
25.0,598.5,184.5,2.48320746,0,14.755
25.0,601.5,184.5,2.05995965,0,17.521
25.0,604.5,184.5,1.85060728,0,20.353
25.0,607.5,184.5,2.12311149,0,23.228
25.0,610.5,184.5,1.83310354,0,26.131
25.0,613.5,184.5,1.7230916,0,29.053
25.0,616.5,184.5,2.80521417,0,28.88
25.0,619.5,184.5,2.00531507,0,25.935
25.0,622.5,184.5,0.74386322,0,23.005
25.0,625.5,184.5,0.7401942,0,20.095
25.0,628.5,184.5,0.36020204,0,17.217
25.0,631.5,184.5,0.86470634,0,14.388
25.0,634.5,184.5,0.35214761,0,11.645
25.0,637.5,184.5,1.70724499,0,9.0657
25.0,640.5,184.5,1.98047876,0,6.8395
25.0,643.5,184.5,0.9195236,0,5.4194
25.0,646.5,184.5,2.33608174,0,5.4737
25.0,649.5,184.5,0.70943838,0,6.968
25.0,652.5,184.5,1.85086095,0,9.2274
25.0,655.5,184.5,1.63043535,0,11.821
25.0,658.5,184.5,1.62534773,0,14.571
25.0,661.5,184.5,0.39997363,0,17.405
25.0,664.5,184.5,0.71977216,0,20.286
25.0,667.5,184.5,0.41328734,0,23.197
25.0,670.5,184.5,1.57530057,0,26.128
25.0,673.5,184.5,1.31441331,0,28.249
25.0,676.5,184.5,2.18263555,0,25.721
25.0,679.5,184.5,1.02696323,0,23.304
25.0,682.5,184.5,2.39741373,0,21.038
25.0,685.5,184.5,0.81441391,0,18.977
25.0,688.5,184.5,0.75839919,0,17.194
25.0,691.5,184.5,0.73840934,0,15.785
25.0,694.5,184.5,0.99971402,0,14.855
25.0,697.5,184.5,1.58628333,0,14.498
25.0,700.5,184.5,0.44346368,0,14.756
25.0,703.5,184.5,2.1645174,0,15.596
25.0,706.5,184.5,1.8505168,0,16.934
25.0,709.5,184.5,2.16440201,0,18.663
25.0,712.5,184.5,2.98358679,0,20.684
25.0,715.5,184.5,2.32285929,0,22.92
25.0,718.5,184.5,2.67956948,0,25.315
25.0,721.5,184.5,1.01686788,0,25.149
25.0,724.5,184.5,0.76372778,0,22.608
25.0,727.5,184.5,0.62512517,0,20.193
25.0,730.5,184.5,0.29405594,0,17.956
25.0,733.5,184.5,0.47822139,0,15.97
25.0,736.5,184.5,0.18262044,0,14.341
25.0,739.5,184.5,0.49358582,0,13.203
25.0,742.5,184.5,0.61042291,0,12.687
25.0,745.5,184.5,2.70122766,0,12.868
25.0,748.5,184.5,2.47707129,0,13.719
25.0,1.5,187.5,0.64379781,0,22.432
25.0,4.5,187.5,2.05191183,0,22.468
25.0,7.5,187.5,0.85967904,0,22.901
25.0,10.5,187.5,1.89955795,0,23.708
25.0,13.5,187.5,1.00282001,0,24.854
25.0,16.5,187.5,0.82290226,0,26.294
25.0,19.5,187.5,0.40926489,0,27.982
25.0,22.5,187.5,0.74373984,0,29.877
25.0,25.5,187.5,2.88298726,0,30.321
25.0,28.5,187.5,2.15401101,0,27.651
25.0,31.5,187.5,2.86137462,0,25.056
25.0,34.5,187.5,1.97879398,0,22.561
25.0,37.5,187.5,0.87000626,0,20.205
25.0,40.5,187.5,0.78585058,0,18.041
25.0,43.5,187.5,2.14184594,0,16.146
25.0,46.5,187.5,2.50719619,0,14.626
25.0,49.5,187.5,0.84835362,0,13.606
25.0,52.5,187.5,1.54640102,0,13.204
25.0,55.5,187.5,0.82943588,0,13.475
25.0,58.5,187.5,0.47066876,0,14.381
25.0,61.5,187.5,1.2103231,0,15.812
25.0,64.5,187.5,0.8700096,0,17.642
25.0,67.5,187.5,1.79997694,0,19.76
25.0,70.5,187.5,0.40847105,0,22.084
25.0,73.5,187.5,0.85886931,0,24.555
25.0,76.5,187.5,1.56288123,0,23.849
25.0,79.5,187.5,1.75568259,0,21.021
25.0,82.5,187.5,0.40607795,0,18.248
25.0,85.5,187.5,0.26609445,0,15.559
25.0,88.5,187.5,0.40832391,0,13.006
25.0,91.5,187.5,1.20902717,0,10.689
25.0,94.5,187.5,1.80048752,0,8.7947
25.0,97.5,187.5,1.64161944,0,7.6446
25.0,100.5,187.5,0.71942824,0,7.585
25.0,103.5,187.5,0.61175478,0,8.6385
25.0,106.5,187.5,1.12799931,0,10.475
25.0,109.5,187.5,1.41076052,0,12.76
25.0,112.5,187.5,1.28593421,0,15.294
25.0,115.5,187.5,1.71875751,0,17.972
25.0,118.5,187.5,2.89710832,0,20.739
25.0,121.5,187.5,2.5058074,0,23.562
25.0,124.5,187.5,2.14789319,0,25.008
25.0,127.5,187.5,2.89562845,0,22.036
25.0,130.5,187.5,3.59818983,0,19.074
25.0,133.5,187.5,3.59360003,0,16.125
25.0,136.5,187.5,2.69766974,0,13.2
25.0,139.5,187.5,1.45178914,0,10.318
25.0,142.5,187.5,2.50732374,0,7.5286
25.0,145.5,187.5,0.53457665,0,4.9897
25.0,148.5,187.5,0.8182624,0,3.3337
25.0,151.5,187.5,1.30243361,0,3.9154
25.0,154.5,187.5,1.2104485,0,6.1275
25.0,157.5,187.5,1.64298499,0,8.8183
25.0,160.5,187.5,0.86828625,0,11.661
25.0,163.5,187.5,0.48878178,0,14.567
25.0,166.5,187.5,0.86282575,0,17.505
25.0,169.5,187.5,1.87730014,0,20.46
25.0,172.5,187.5,0.4111667,0,23.427
25.0,175.5,187.5,2.53364825,0,26.402
25.0,178.5,187.5,2.30849099,0,28.864
25.0,181.5,187.5,3.12473249,0,26.471
25.0,184.5,187.5,2.36520362,0,24.212
25.0,187.5,187.5,2.50284219,0,22.131
25.0,190.5,187.5,2.15205956,0,20.281
25.0,193.5,187.5,0.98063397,0,18.731
25.0,196.5,187.5,0.22104305,0,17.561
25.0,199.5,187.5,0.27617308,0,16.85
25.0,202.5,187.5,0.93812376,0,16.658
25.0,205.5,187.5,0.85404485,0,17
25.0,208.5,187.5,0.51010191,0,17.848
25.0,211.5,187.5,0.55458242,0,19.134
25.0,214.5,187.5,0.43464011,0,20.776
25.0,217.5,187.5,0.40574726,0,22.698
25.0,220.5,187.5,0.80457646,0,24.834
25.0,223.5,187.5,1.30980706,0,27.002
25.0,226.5,187.5,1.28125572,0,24.116
25.0,229.5,187.5,0.49427703,0,21.26
25.0,232.5,187.5,2.31707692,0,18.451
25.0,235.5,187.5,1.50587261,0,15.712
25.0,238.5,187.5,0.80333847,0,13.089
25.0,241.5,187.5,1.33244824,0,10.666
25.0,244.5,187.5,2.73322535,0,8.6135
25.0,247.5,187.5,1.57300317,0,7.2546
25.0,250.5,187.5,3.07465839,0,7.0048
25.0,253.5,187.5,2.88275027,0,7.1473
25.0,256.5,187.5,2.58284616,0,4.1479
25.0,259.5,187.5,2.15630007,0,1.152
25.0,262.5,187.5,1.27257991,1,1.8571
25.0,265.5,187.5,1.52293396,0,4.855
25.0,268.5,187.5,1.55001891,0,7.8544
25.0,271.5,187.5,2.94688988,0,10.854
25.0,274.5,187.5,2.50715685,0,13.854
25.0,277.5,187.5,1.84999478,0,16.854
25.0,280.5,187.5,0.86437285,0,19.854
25.0,283.5,187.5,2.15434861,0,22.854
25.0,286.5,187.5,1.4930203,0,25.854
25.0,289.5,187.5,0.69888735,0,25.95
25.0,292.5,187.5,0.53008628,0,24.825
25.0,295.5,187.5,1.73531985,0,24.024
25.0,298.5,187.5,1.44457495,0,23.581
25.0,301.5,187.5,2.15322661,0,23.514
25.0,304.5,187.5,1.6744988,0,23.829
25.0,307.5,187.5,1.12405407,0,24.509
25.0,310.5,187.5,1.85357976,0,25.526
25.0,313.5,187.5,1.56599796,0,26.841
25.0,316.5,187.5,2.67922449,0,28.414
25.0,319.5,187.5,3.75460386,0,30.203
25.0,322.5,187.5,3.59345865,0,30.13
25.0,325.5,187.5,2.68761539,0,27.192
25.0,328.5,187.5,2.67385459,0,24.27
25.0,331.5,187.5,1.2127322,0,21.369
25.0,334.5,187.5,0.94096637,0,18.5
